"date","gauge_id","prec","prec_var","flow_obs","flow_sim","pet","tmin","tmean","tmax","srad","vprp"
2000-06-18,"PE_111151",0.035,0.001,,0.25,2.764,5.249,10.602,15.954,13.921,7
2000-06-19,"PE_111151",0.012,0,,0.25,2.964,4.435,10.336,16.238,16.965,6.297
2000-06-20,"PE_111151",0.031,0,,0.247,3.082,3.508,10.404,17.301,17.02,6.655
2000-06-21,"PE_111151",0.028,0,,0.243,2.98,3.501,9.862,16.222,16.802,6.012
2000-06-22,"PE_111151",0.012,0,,0.241,2.99,3.566,10.022,16.479,16.096,6.72
2000-06-23,"PE_111151",0.017,0,,0.239,3.091,3.627,10.332,17.037,16.775,7.219
2000-06-24,"PE_111151",0.016,0,,0.234,2.922,3.974,9.977,15.98,15.928,6.33
2000-06-25,"PE_111151",0.003,0,,0.232,3.009,4.481,10.491,16.5,15.628,7.298
2000-06-26,"PE_111151",0.001,0,,0.229,3.227,4.165,10.82,17.475,16.433,6.993
2000-06-27,"PE_111151",0.011,0,,0.225,3.186,4.593,10.957,17.32,17.107,6.495
2000-06-28,"PE_111151",0.019,0,,0.222,3.257,4.363,10.987,17.61,17.57,6.598
2000-06-29,"PE_111151",0.004,0,,0.219,3.274,4.548,10.887,17.225,17.639,6.648
2000-06-30,"PE_111151",0.003,0,,0.216,3.35,3.805,10.784,17.763,17.382,5.954
2000-07-01,"PE_111151",0,0,,0.19,3.273,3.67,10.668,17.665,17.727,5.687
2000-07-02,"PE_111151",0.016,0,,0.188,3.294,4.281,10.766,17.251,17.296,6.066
2000-07-03,"PE_111151",0.333,0.346,,0.188,3.015,5.654,11.216,16.777,16.069,6.847
2000-07-04,"PE_111151",0.108,0.118,,0.189,2.916,6.944,11.968,16.992,15.379,8.162
2000-07-05,"PE_111151",0.086,0.02,,0.191,2.718,6.753,11.164,15.575,14.766,8.471
2000-07-06,"PE_111151",0.005,0,,0.191,2.721,5.524,10.992,16.459,14.446,8.502
2000-07-07,"PE_111151",0.002,0,,0.191,2.907,4.238,10.327,16.416,16.085,7.601
2000-07-08,"PE_111151",0.001,0,,0.188,2.9,4.96,10.676,16.392,15.587,7.427
2000-07-09,"PE_111151",0.011,0,,0.184,2.923,5.04,10.412,15.784,15.877,7.343
2000-07-10,"PE_111151",0.012,0,,0.18,3.204,4.19,10.389,16.587,17.985,5.697
2000-07-11,"PE_111151",0.048,0.018,,0.176,3.221,4.373,10.389,16.406,17.865,6.02
2000-07-12,"PE_111151",0.015,0,,0.174,3.138,5.157,11.284,17.41,16.76,6.583
2000-07-13,"PE_111151",0.012,0,,0.173,3.032,5.756,11.255,16.754,17.154,6.976
2000-07-14,"PE_111151",0.005,0,,0.172,3.033,4.672,10.957,17.243,16.902,7.175
2000-07-15,"PE_111151",0.021,0.001,,0.17,3.169,4.053,10.472,16.89,16.903,7.274
2000-07-16,"PE_111151",0.016,0,,0.168,3.163,3.986,10.52,17.054,16.764,6.915
2000-07-17,"PE_111151",0.009,0,,0.166,3.048,2.969,9.296,15.624,17.772,6.773
2000-07-18,"PE_111151",0.002,0,,0.165,3.121,2.148,8.951,15.754,18.876,4.778
2000-07-19,"PE_111151",0.005,0,,0.164,2.763,2.544,8.503,14.463,18.431,5.925
2000-07-20,"PE_111151",0.006,0,,0.162,2.837,3.702,9.609,15.515,15.404,7.073
2000-07-21,"PE_111151",0.009,0,,0.161,2.863,4.047,9.948,15.848,17.944,6.475
2000-07-22,"PE_111151",0.01,0,,0.159,3.011,2.154,8.831,15.508,18.494,6.188
2000-07-23,"PE_111151",0.021,0.001,,0.157,2.893,3.97,9.807,15.644,16.126,6.803
2000-07-24,"PE_111151",0.101,0.142,,0.155,2.554,3.922,9.492,15.062,15.07,7.326
2000-07-25,"PE_111151",0.052,0.028,,0.155,3.143,5.809,11.161,16.514,15.641,7.906
2000-07-26,"PE_111151",0.016,0.002,,0.154,3.154,5.354,10.53,15.706,17.553,7.097
2000-07-27,"PE_111151",0.008,0,,0.153,3.315,3.927,10.257,16.587,18.197,6.533
2000-07-28,"PE_111151",0.006,0,,0.152,3.485,2.678,9.732,16.786,19.892,5.378
2000-07-29,"PE_111151",0.001,0,,0.15,3.558,2.312,9.909,17.506,19.449,5.101
2000-07-30,"PE_111151",0,0,,0.148,3.498,3.147,10.058,16.968,19.221,6.135
2000-07-31,"PE_111151",0.002,0,,0.146,3.141,2.66,9.54,16.42,17.255,7.479
2000-08-01,"PE_111151",0.009,0,,0.15,2.844,2.579,9.743,16.906,19.184,6.437
2000-08-02,"PE_111151",0.107,0.039,,0.149,2.794,3.154,9.961,16.768,19.419,5.39
2000-08-03,"PE_111151",0.028,0.002,,0.149,2.994,4.285,10.81,17.334,17.243,6.141
2000-08-04,"PE_111151",0.057,0.006,,0.149,2.362,5.29,9.864,14.438,16.564,6.409
2000-08-05,"PE_111151",0.086,0.02,,0.148,2.722,3.657,10.15,16.643,15.068,7.956
2000-08-06,"PE_111151",0.002,0,,0.148,2.754,5.99,11.351,16.711,16.897,8.29
2000-08-07,"PE_111151",0.012,0,,0.147,2.918,5.736,11.513,17.29,17.502,7.628
2000-08-08,"PE_111151",0.31,0.272,,0.146,2.734,5.663,11.32,16.978,16.423,7.485
2000-08-09,"PE_111151",1.087,2.496,,0.148,2.768,5.68,11.225,16.77,15.381,8
2000-08-10,"PE_111151",2.587,6.707,,0.155,2.67,5.965,11.285,16.606,17.089,8.199
2000-08-11,"PE_111151",0.091,0.047,,0.17,2.77,5.683,11.368,17.053,16.232,8.084
2000-08-12,"PE_111151",1.218,2.727,,0.182,2.87,6.129,11.465,16.801,16.76,8.054
2000-08-13,"PE_111151",0.378,0.351,,0.187,2.61,4.905,10.788,16.67,16.518,8.137
2000-08-14,"PE_111151",0.14,0.055,,0.187,3.021,4.829,10.712,16.594,17.454,7.844
2000-08-15,"PE_111151",0.037,0.003,,0.181,3.423,4.814,11.245,17.676,19.21,6.885
2000-08-16,"PE_111151",0.025,0.001,,0.174,3.471,3.472,10.381,17.29,20.016,6.34
2000-08-17,"PE_111151",0.014,0,,0.163,3.636,3.657,11.094,18.53,20.131,6.624
2000-08-18,"PE_111151",0.031,0.002,,0.153,3.372,4.633,11.217,17.801,19.447,6.344
2000-08-19,"PE_111151",0.026,0.001,,0.147,3.126,5.844,11.15,16.456,18.407,6.736
2000-08-20,"PE_111151",0.08,0.028,,0.14,3.425,5.836,11.688,17.54,18.891,7.328
2000-08-21,"PE_111151",0.017,0,,0.138,3.259,4.504,10.673,16.842,18.998,7.101
2000-08-22,"PE_111151",0.018,0.001,,0.136,3.279,5.253,11.415,17.577,19.213,7.039
2000-08-23,"PE_111151",0.009,0,,0.135,3.325,5.507,11.52,17.532,19.353,7.047
2000-08-24,"PE_111151",0.002,0,,0.133,3.4,4.719,11.098,17.476,19.361,7.352
2000-08-25,"PE_111151",0.004,0,,0.131,3.365,4.681,10.965,17.248,20.216,7.814
2000-08-26,"PE_111151",0.003,0,,0.13,3.095,5.541,11.233,16.924,18.651,7.812
2000-08-27,"PE_111151",0.043,0.004,,0.129,3.259,4.887,11.556,18.224,18.539,8.05
2000-08-28,"PE_111151",0.029,0.002,,0.128,3.412,6.311,12.517,18.722,19.223,8.421
2000-08-29,"PE_111151",0.026,0.001,,0.126,3.268,4.203,11.188,18.174,18.73,8.216
2000-08-30,"PE_111151",0.039,0.003,,0.126,3.151,5.115,11.459,17.802,16.692,8.126
2000-08-31,"PE_111151",0.015,0,,0.125,3.429,4.693,11.321,17.949,20.883,6.665
2000-09-01,"PE_111151",0.169,0.038,,0.131,3.265,4.96,11.668,18.377,20.797,6.633
2000-09-02,"PE_111151",0.077,0.009,,0.131,3.297,3.881,11.082,18.283,21.821,6.898
2000-09-03,"PE_111151",0.137,0.027,,0.131,3.285,3.146,10.076,17.006,22.13,6.077
2000-09-04,"PE_111151",0.094,0.013,,0.131,3.465,2.998,11.25,19.502,21.439,5.387
2000-09-05,"PE_111151",0.167,0.038,,0.131,3.497,3.44,11.407,19.374,22.477,5.529
2000-09-06,"PE_111151",0.07,0.007,,0.131,2.86,4.578,11.458,18.338,21.168,5.918
2000-09-07,"PE_111151",0.003,0,,0.13,3.235,4.26,11.561,18.862,22.133,5.655
2000-09-08,"PE_111151",0.011,0,,0.128,3.478,3.716,11.226,18.736,21.851,4.894
2000-09-09,"PE_111151",0.031,0.003,,0.126,3.424,4.337,10.9,17.462,20.884,5.005
2000-09-10,"PE_111151",0.064,0.008,,0.123,2.785,6.329,11.221,16.113,18.085,6.515
2000-09-11,"PE_111151",0.107,0.016,,0.122,3.552,4.466,11.562,18.658,22.611,5.746
2000-09-12,"PE_111151",0.173,0.043,,0.121,3.374,4.954,11.952,18.95,20.55,5.869
2000-09-13,"PE_111151",0.141,0.031,,0.12,3.024,5.795,11.666,17.538,19.896,6.838
2000-09-14,"PE_111151",0.056,0.006,,0.121,3.25,5.092,11.391,17.689,19.395,7.266
2000-09-15,"PE_111151",0.13,0.035,,0.121,2.87,5.846,11.918,17.989,15.428,8.128
2000-09-16,"PE_111151",0.363,0.293,,0.121,2.867,6.363,11.805,17.247,15.141,9.455
2000-09-17,"PE_111151",0.148,0.038,,0.122,3.326,5.473,11.364,17.256,19.677,8.698
2000-09-18,"PE_111151",0.579,0.551,,0.123,3.373,4.48,11.082,17.685,19.829,7.839
2000-09-19,"PE_111151",2.22,5.443,,0.128,3.109,5.098,11.403,17.707,17.371,8.371
2000-09-20,"PE_111151",0.527,0.612,,0.139,3.095,6.337,12.034,17.732,20,8.67
2000-09-21,"PE_111151",1.165,3.814,,0.148,3.289,6.224,12.313,18.402,19.942,8.885
2000-09-22,"PE_111151",2.229,11.6,,0.155,3.148,6.987,12.037,17.087,19.486,8.92
2000-09-23,"PE_111151",1.23,4.041,,0.165,2.895,6.533,12.011,17.488,13.832,9.656
2000-09-24,"PE_111151",0.322,0.202,,0.175,3.422,4.791,11.795,18.798,18.343,8.306
2000-09-25,"PE_111151",1.667,6.769,,0.18,2.949,5.621,11.566,17.511,18.255,8.714
2000-09-26,"PE_111151",0.755,0.839,,0.18,3.178,6.942,12.839,18.735,18.336,8.734
2000-09-27,"PE_111151",0.995,1.366,,0.179,3.255,6.25,12.556,18.862,19.094,7.641
2000-09-28,"PE_111151",1.482,2.438,,0.176,3.095,6.289,12.379,18.468,14.128,8.412
2000-09-29,"PE_111151",0.555,0.238,,0.174,3.158,5.346,11.29,17.234,17.384,8.46
2000-09-30,"PE_111151",0.223,0.089,,0.171,3.487,5.686,11.871,18.055,21.417,8.189
2000-10-01,"PE_111151",0.237,0.043,,0.162,3.77,5.597,11.882,18.167,21.558,8.01
2000-10-02,"PE_111151",0.475,0.677,,0.154,3.504,4.754,11.603,18.451,22.5,7.554
2000-10-03,"PE_111151",0.644,0.665,,0.149,3.403,4.744,11.499,18.255,20.512,8.146
2000-10-04,"PE_111151",2.877,9.078,,0.148,3.487,4.822,11.336,17.85,19.338,8.443
2000-10-05,"PE_111151",1.89,2.508,,0.155,3.504,4.989,11.677,18.364,21.617,8.237
2000-10-06,"PE_111151",2.284,3.962,,0.172,3.407,5.852,12.394,18.937,18.375,8.872
2000-10-07,"PE_111151",1.786,2.456,,0.196,3.306,6.027,11.393,16.759,17.548,9.587
2000-10-08,"PE_111151",4.702,17.327,,0.211,2.908,6.492,11.189,15.885,16.632,9.809
2000-10-09,"PE_111151",2.139,1.824,,0.227,3.614,6.528,12.13,17.731,17.754,9.189
2000-10-10,"PE_111151",4.143,3.63,,0.244,3.086,6.879,11.622,16.365,17.765,9.598
2000-10-11,"PE_111151",5.01,13.218,,0.262,3.201,7.049,11.931,16.814,18.894,9.503
2000-10-12,"PE_111151",2.066,2.987,,0.28,3.373,6.589,12.017,17.445,20.592,9.175
2000-10-13,"PE_111151",2.729,4.971,,0.294,3.279,5.124,11.176,17.227,19.714,8.795
2000-10-14,"PE_111151",4.014,16.165,,0.303,3.7,5.553,11.763,17.974,19.996,8.783
2000-10-15,"PE_111151",1.556,2.892,,0.304,3.614,6.67,11.767,16.864,20.565,9.136
2000-10-16,"PE_111151",0.3,0.145,,0.303,3.64,5.629,11.662,17.694,19.961,8.957
2000-10-17,"PE_111151",0.305,0.193,,0.282,3.867,6.504,12.657,18.809,20.149,8.843
2000-10-18,"PE_111151",0.259,0.063,,0.26,3.928,7.325,12.905,18.484,21.484,9.028
2000-10-19,"PE_111151",0.882,0.715,,0.23,3.195,7.217,12.292,17.367,18.02,9.545
2000-10-20,"PE_111151",0.813,0.824,,0.212,3.419,7.03,12.271,17.512,19.082,9.903
2000-10-21,"PE_111151",0.167,0.036,,0.193,3.321,6.408,12.447,18.485,19.574,10.233
2000-10-22,"PE_111151",0.452,0.215,,0.172,3.754,5.738,12.14,18.542,22.799,9.156
2000-10-23,"PE_111151",0.326,0.109,,0.159,3.917,4.676,12.175,19.673,24.492,7.985
2000-10-24,"PE_111151",0.534,0.409,,0.152,3.798,5.426,12.437,19.448,20.883,8.204
2000-10-25,"PE_111151",0.259,0.093,,0.148,3.404,5.034,11.483,17.933,24.268,7.449
2000-10-26,"PE_111151",2.783,7.089,,0.148,3.356,5.28,11.695,18.109,23.348,6.391
2000-10-27,"PE_111151",0.748,1.012,,0.157,3.515,5.301,11.676,18.05,27.16,5.288
2000-10-28,"PE_111151",0.322,0.083,,0.172,3.648,4.926,12.259,19.592,27.518,4.123
2000-10-29,"PE_111151",0.113,0.011,,0.178,3.663,5.683,12.548,19.413,24.963,5.666
2000-10-30,"PE_111151",0.005,0,,0.168,3.821,6.378,13.161,19.944,23.194,7.665
2000-10-31,"PE_111151",0.017,0.001,,0.153,3.59,5.348,12.541,19.734,22.133,8.059
2000-11-01,"PE_111151",0.026,0.001,,0.135,4.118,5.181,12.146,19.111,24.531,7.299
2000-11-02,"PE_111151",0.31,0.064,,0.123,4.48,4.953,12.457,19.961,26.904,6.161
2000-11-03,"PE_111151",0.009,0,,0.111,4.204,4.141,12.095,20.049,27.573,5.032
2000-11-04,"PE_111151",0.015,0,,0.104,4.052,3.453,11.63,19.807,27.554,4.273
2000-11-05,"PE_111151",0.199,0.026,,0.098,3.996,3.377,11.565,19.753,27.976,3.973
2000-11-06,"PE_111151",0.024,0.001,,0.094,3.993,3.041,11.292,19.543,27.908,3.822
2000-11-07,"PE_111151",0.015,0,,0.089,4.111,2.916,11.049,19.182,27.996,4.142
2000-11-08,"PE_111151",0.02,0,,0.086,4.223,2.769,11.151,19.534,26.966,4.135
2000-11-09,"PE_111151",0.026,0.001,,0.083,4.199,2.577,11.281,19.986,26.752,4.696
2000-11-10,"PE_111151",0.195,0.025,,0.081,4.149,2.773,11.398,20.022,27.203,5.573
2000-11-11,"PE_111151",0.023,0.001,,0.081,3.799,3.292,11.3,19.308,26.727,5.877
2000-11-12,"PE_111151",0.296,0.056,,0.081,4.004,3.361,11.585,19.808,26.406,6.109
2000-11-13,"PE_111151",1.041,0.876,,0.085,4.059,2.674,11.101,19.529,27.358,6.31
2000-11-14,"PE_111151",0.026,0.001,,0.096,3.931,2.43,10.937,19.445,27.053,6.184
2000-11-15,"PE_111151",0.42,0.121,,0.103,3.706,3.54,11.433,19.327,26.928,4.917
2000-11-16,"PE_111151",0.02,0,,0.107,3.049,4.546,11.496,18.445,19.367,5.878
2000-11-17,"PE_111151",0.367,0.109,,0.105,3.128,6.6,12.406,18.211,15.213,6.9
2000-11-18,"PE_111151",0.734,1.098,,0.104,3.807,6.597,12.942,19.287,18.431,7.046
2000-11-19,"PE_111151",0.057,0.003,,0.107,4.012,5.296,12.808,20.32,21.025,8.128
2000-11-20,"PE_111151",0.02,0.001,,0.107,4.158,5.737,13.143,20.55,21.047,8.54
2000-11-21,"PE_111151",0.069,0.006,,0.104,3.93,5.303,12.726,20.148,20.098,8.703
2000-11-22,"PE_111151",0.767,1.034,,0.1,3.001,7.074,12.591,18.108,14.991,8.367
2000-11-23,"PE_111151",0.892,0.73,,0.101,2.668,6.907,11.385,15.863,18.325,8.31
2000-11-24,"PE_111151",2.17,3.78,,0.111,3.625,7.083,12.666,18.249,19.331,8.047
2000-11-25,"PE_111151",1.875,3.804,,0.133,3.762,7.858,13.366,18.875,20.84,8.873
2000-11-26,"PE_111151",4.976,19.795,,0.152,3.577,7.56,13.283,19.005,19.579,9.63
2000-11-27,"PE_111151",4.085,14.679,,0.198,3.032,7.557,12.76,17.962,17.608,9.754
2000-11-28,"PE_111151",1.53,3.023,,0.236,2.725,7.575,12.242,16.909,15.069,10.467
2000-11-29,"PE_111151",2.451,4.434,,0.261,3.279,7.918,12.826,17.733,19.408,10.264
2000-11-30,"PE_111151",3.076,16.414,,0.273,3.18,8.328,12.458,16.588,19.157,10.359
2000-12-01,"PE_111151",2.272,3.111,,0.274,3.546,7.324,12.556,17.788,17.56,10.112
2000-12-02,"PE_111151",2.853,5.292,,0.28,3.215,6.673,11.863,17.053,17.528,9.426
2000-12-03,"PE_111151",3.261,6.412,,0.286,3.231,6.541,11.689,16.837,16.192,10.082
2000-12-04,"PE_111151",3.551,1.81,,0.297,2.881,6.774,11.395,16.015,14.29,9.902
2000-12-05,"PE_111151",0.347,0.095,,0.309,3.419,6.467,11.675,16.883,19.177,9.964
2000-12-06,"PE_111151",0.305,0.069,,0.298,3.027,6.184,11.254,16.324,21.345,9.007
2000-12-07,"PE_111151",1.814,2.762,,0.266,3.359,6.791,11.972,17.154,22.101,8.694
2000-12-08,"PE_111151",4.757,10.181,,0.244,2.757,6.942,10.954,14.965,16.628,9.249
2000-12-09,"PE_111151",3.931,4.699,,0.255,3.083,7.604,11.519,15.433,16.731,9.98
2000-12-10,"PE_111151",7.947,21.31,,0.308,3.22,8.018,12.417,16.817,16.09,9.781
2000-12-11,"PE_111151",0.46,0.161,,0.397,3.822,6.88,12.196,17.513,22.288,9.137
2000-12-12,"PE_111151",0.219,0.041,,0.438,4.601,6.126,12.732,19.337,26.877,8.04
2000-12-13,"PE_111151",0.244,0.033,,0.41,4.145,4.737,12.212,19.687,27.251,7.174
2000-12-14,"PE_111151",0.367,0.095,,0.334,4.33,4.77,11.856,18.942,25.04,7.949
2000-12-15,"PE_111151",1.451,2.693,,0.263,3.621,4.705,11.271,17.837,22.316,8.682
2000-12-16,"PE_111151",1.937,0.888,,0.224,3.32,5.477,11.194,16.912,18.355,8.948
2000-12-17,"PE_111151",5.434,12.218,,0.218,2.935,6.316,11.321,16.326,18.529,9.12
2000-12-18,"PE_111151",3.146,3.022,,0.25,3.192,7.057,12.081,17.105,15.582,9.467
2000-12-19,"PE_111151",1.194,0.685,,0.298,3.544,6.204,11.797,17.391,21.104,8.769
2000-12-20,"PE_111151",5.102,17.248,,0.336,3.241,6.526,11.48,16.434,17.488,9.657
2000-12-21,"PE_111151",1.526,1.844,,0.357,4.021,6.015,11.785,17.554,22.891,8.902
2000-12-22,"PE_111151",2.931,4.915,,0.394,4.454,6.64,12.102,17.565,23.698,9.229
2000-12-23,"PE_111151",2.61,3.416,,0.397,3.583,7.164,11.957,16.751,21.621,9.514
2000-12-24,"PE_111151",1.804,2.995,,0.397,3.984,7.053,12.778,18.502,22.57,9.517
2000-12-25,"PE_111151",3.191,14.492,,0.384,4.22,6.216,12.65,19.085,22.053,9.478
2000-12-26,"PE_111151",3.037,7.897,,0.376,4.001,6.522,12.829,19.136,21.061,10.06
2000-12-27,"PE_111151",8.079,15.811,,0.41,3.177,7.112,11.608,16.103,16.955,9.836
2000-12-28,"PE_111151",8.916,23.319,,0.524,3.128,7.973,11.788,15.603,14.465,10.455
2000-12-29,"PE_111151",10.321,48.951,,0.694,2.536,8.026,11.268,14.51,14.652,10.853
2000-12-30,"PE_111151",4.055,8.736,,0.923,2.457,7.692,11.267,14.843,14.153,10.793
2000-12-31,"PE_111151",5.335,16.876,,1.231,2.698,7.249,11.353,15.458,16.289,10.567
