"date","gauge_id","prec","prec_var","flow_obs","flow_sim","pet","tmin","tmean","tmax","srad","vprp"
2000-01-01,"PE_110139",5.758,1.29,,1.104,2.402,3.856,8.924,13.993,19.608,7.317
2000-01-02,"PE_110139",3.417,1.512,,1.174,2.482,4.149,8.883,13.617,17.539,6.768
2000-01-03,"PE_110139",5.581,2.679,,1.189,2.647,2.964,8.564,14.164,19.482,6.235
2000-01-04,"PE_110139",5.377,3.625,,1.21,2.927,3.351,8.839,14.327,13.932,7.138
2000-01-05,"PE_110139",3.782,1.403,,1.213,2.297,3.484,7.71,11.936,11.778,6.425
2000-01-06,"PE_110139",7.771,2.605,,1.244,2.222,2.464,6.655,10.845,14.172,5.711
2000-01-07,"PE_110139",6.965,1.702,,1.304,2.153,2.186,6.762,11.338,13.307,6.069
2000-01-08,"PE_110139",4.519,1.537,,1.373,2.947,2.391,7.513,12.635,15.09,6.425
2000-01-09,"PE_110139",3.551,0.846,,1.437,2.873,2.435,8.183,13.931,17.847,6.504
2000-01-10,"PE_110139",7.071,3.02,,1.451,2.662,3.62,8.439,13.257,14.206,7.039
2000-01-11,"PE_110139",5.834,4.165,,1.469,2.792,3.254,7.972,12.69,15.193,7.117
2000-01-12,"PE_110139",6.665,5.569,,1.53,2.584,3.099,8.198,13.297,15.303,7.196
2000-01-13,"PE_110139",4.069,1.332,,1.648,2.139,4.966,8.32,11.674,13.892,7.35
2000-01-14,"PE_110139",2.572,2.069,,1.608,2.992,3.156,8.638,14.119,23.994,6.263
2000-01-15,"PE_110139",1.785,0.728,,1.469,3.489,2.509,8.361,14.213,25.678,5.342
2000-01-16,"PE_110139",3.004,2.565,,1.362,2.942,1.592,6.805,12.018,17.78,5.682
2000-01-17,"PE_110139",5.329,1.972,,1.346,2.267,2.467,6.868,11.27,13.139,6.948
2000-01-18,"PE_110139",5.124,2.838,,1.355,2.459,3.996,8.082,12.168,18.16,6.962
2000-01-19,"PE_110139",7.671,5.297,,1.466,2.55,4.658,8.566,12.475,18.361,7.198
2000-01-20,"PE_110139",5.154,4.204,,1.609,3.015,5.268,9.185,13.102,17.126,6.717
2000-01-21,"PE_110139",3.632,0.946,,1.698,3.381,4.231,9.41,14.589,18.653,6.701
2000-01-22,"PE_110139",3.011,0.589,,1.698,2.933,4.129,9.403,14.676,21.302,6.934
2000-01-23,"PE_110139",5.723,1.934,,1.696,2.276,5.075,8.632,12.189,16.753,7.82
2000-01-24,"PE_110139",5.363,2.173,,1.712,2.607,4.787,9.54,14.292,15.74,7.595
2000-01-25,"PE_110139",2.544,0.486,,1.725,2.35,5.04,8.604,12.169,16.1,7.591
2000-01-26,"PE_110139",7.685,2.467,,1.737,2.172,4.845,7.942,11.04,16.146,7.113
2000-01-27,"PE_110139",11.394,9.737,,1.83,2.198,4.824,7.78,10.736,11.225,7.333
2000-01-28,"PE_110139",7.406,3.419,,2.068,2.505,4.787,8.263,11.74,15.045,7.395
2000-01-29,"PE_110139",7.062,3.172,,2.18,2.673,4.988,8.198,11.407,14.428,7.41
2000-01-30,"PE_110139",9.73,5.193,,2.258,2.621,4.133,7.658,11.183,12.697,6.981
2000-01-31,"PE_110139",10.764,10.474,,2.348,2.378,4.081,7.834,11.587,11.898,7.071
2000-02-01,"PE_110139",5.992,1.328,,2.257,2.553,4.244,8.032,11.82,16.227,7.025
2000-02-02,"PE_110139",5.04,0.917,,2.278,3.172,4.501,9.131,13.761,18.902,7.033
2000-02-03,"PE_110139",8.704,2.02,,2.275,2.95,4.566,9.009,13.453,18.326,7.339
2000-02-04,"PE_110139",3.804,0.519,,2.274,2.808,4.456,8.807,13.159,16.756,7.345
2000-02-05,"PE_110139",1.743,0.154,,2.235,3.054,4.434,9.212,13.99,16.169,7.435
2000-02-06,"PE_110139",3.621,0.227,,2.149,3.165,4.737,8.648,12.56,15.587,7.158
2000-02-07,"PE_110139",4.877,1.509,,2.106,3.117,5.001,9.554,14.106,17.896,7.377
2000-02-08,"PE_110139",4.044,2.637,,2.092,3.245,5.219,9.887,14.555,18.225,7.593
2000-02-09,"PE_110139",3.252,0.55,,2.074,3.176,5.254,9.102,12.949,15.586,7.432
2000-02-10,"PE_110139",0.551,0.063,,2.01,2.905,4.39,8.291,12.193,16.504,6.595
2000-02-11,"PE_110139",0.178,0.006,,1.877,3.581,2.987,8.298,13.609,20.859,6.565
2000-02-12,"PE_110139",0.206,0.007,,1.677,3.697,3.387,9.351,15.316,22.932,5.647
2000-02-13,"PE_110139",1.521,0.228,,1.537,3.385,2.395,8.207,14.018,22.411,5.651
2000-02-14,"PE_110139",6.883,3.007,,1.532,2.162,3.476,8.003,12.531,14.443,6.543
2000-02-15,"PE_110139",7.646,2.544,,1.663,3.143,3.749,8.669,13.59,15.251,6.95
2000-02-16,"PE_110139",12.089,1.171,,1.97,2.078,3.413,7.287,11.161,11.017,6.534
2000-02-17,"PE_110139",8.945,1.919,,2.127,2.335,2.963,7.174,11.385,11.781,6.438
2000-02-18,"PE_110139",7.379,1.848,,2.249,2.538,3.664,7.682,11.699,14.801,6.381
2000-02-19,"PE_110139",5.875,1.697,,2.31,2.848,3.698,8.048,12.397,16.75,6.447
2000-02-20,"PE_110139",7.98,2.644,,2.385,2.562,4.075,8.079,12.084,17.444,6.828
2000-02-21,"PE_110139",11.385,2.069,,2.481,2.235,4.037,7.474,10.912,11.583,6.934
2000-02-22,"PE_110139",8.893,3.354,,2.565,2.347,3.91,7.538,11.167,14.528,6.91
2000-02-23,"PE_110139",6.876,1.736,,2.625,2.31,4.287,8.279,12.271,13.94,6.703
2000-02-24,"PE_110139",8.609,3.815,,2.742,2.375,4.196,8.173,12.15,14.486,7.143
2000-02-25,"PE_110139",11.809,2.763,,2.824,2.375,4.462,7.898,11.333,12.678,7.243
2000-02-26,"PE_110139",9.3,3.198,,2.929,2.79,4.108,8.264,12.419,14.98,7.1
2000-02-27,"PE_110139",8.518,2.468,,2.965,2.762,4.192,8.7,13.208,17.429,7.119
2000-02-28,"PE_110139",6.378,1.466,,2.968,2.353,4.917,8.308,11.699,13.477,7.698
2000-02-29,"PE_110139",5.858,1.399,,2.953,2.714,4.509,8.553,12.597,16.155,7.165
2000-03-01,"PE_110139",10.234,0.617,,2.954,2.928,4.461,8.984,13.507,16.357,7.308
2000-03-02,"PE_110139",5.856,0.609,,2.962,2.999,4.777,9.376,13.976,15.582,7.648
2000-03-03,"PE_110139",6.035,1.238,,2.962,3,4.47,9.446,14.422,15.845,7.43
2000-03-04,"PE_110139",4.782,0.042,,2.939,2.508,4.951,8.765,12.579,14.385,7.721
2000-03-05,"PE_110139",7.804,0.304,,2.901,2.253,5.278,8.734,12.191,13.719,7.805
2000-03-06,"PE_110139",9.743,1.185,,2.938,2.607,5.287,9.191,13.095,15.504,7.461
2000-03-07,"PE_110139",8.946,0.34,,2.968,2.272,4.891,8.245,11.598,13.489,7.571
2000-03-08,"PE_110139",6.084,0.267,,3.002,2.299,4.786,8.396,12.006,14.157,7.238
2000-03-09,"PE_110139",5.836,0.101,,3,2.231,4.822,7.979,11.136,13.94,7.244
2000-03-10,"PE_110139",4.406,0.246,,2.967,2.68,4.486,8.578,12.67,14.98,7.396
2000-03-11,"PE_110139",5.119,1.533,,2.927,2.712,3.629,7.905,12.182,13.239,7.032
2000-03-12,"PE_110139",3.007,0.184,,2.829,2.774,4.407,8.105,11.803,15.85,7.117
2000-03-13,"PE_110139",3.468,0.079,,2.642,2.9,4.6,8.66,12.72,17.781,7.143
2000-03-14,"PE_110139",4.767,0.309,,2.603,2.739,3.878,8.805,13.731,18.097,7.028
2000-03-15,"PE_110139",5.015,0.952,,2.584,2.73,4.547,8.244,11.941,14.799,7.383
2000-03-16,"PE_110139",1.441,0.148,,2.554,2.706,4.466,9.357,14.248,12.247,7.048
2000-03-17,"PE_110139",0.637,0.054,,2.416,2.364,3.167,7.407,11.648,16.564,5.885
2000-03-18,"PE_110139",3.012,0.954,,2.313,2.42,3.131,7.919,12.706,12.65,6.631
2000-03-19,"PE_110139",1.826,0.202,,2.208,3.214,3.758,8.697,13.636,16.338,6.588
2000-03-20,"PE_110139",3.384,0.339,,2.12,2.874,3.349,8.08,12.811,16.06,6.863
2000-03-21,"PE_110139",2.804,0.12,,2.095,2.514,4.373,7.979,11.585,14.143,7.388
2000-03-22,"PE_110139",1.438,0.015,,2.092,3.364,4.099,9.014,13.929,18.801,6.746
2000-03-23,"PE_110139",7.692,0.275,,2.092,2.567,4.821,8.887,12.953,18.48,6.84
2000-03-24,"PE_110139",6.389,0.129,,2.16,2.154,4.651,7.782,10.914,11.963,7.107
2000-03-25,"PE_110139",3.518,0.149,,2.308,2.838,4.165,8.226,12.286,15.834,6.527
2000-03-26,"PE_110139",2.126,0.592,,2.3,3.456,4.131,8.872,13.613,21.915,5.581
2000-03-27,"PE_110139",3.283,0.216,,2.199,3.257,2.889,8.437,13.985,22.009,5.619
2000-03-28,"PE_110139",3.268,0.291,,2.119,3.245,3.586,8.159,12.731,16.492,6.048
2000-03-29,"PE_110139",8.052,0.14,,2.121,3.011,4.614,8.512,12.41,18.163,6.552
2000-03-30,"PE_110139",4.097,0.472,,2.207,3.244,3.639,8.938,14.238,16.847,7.211
2000-03-31,"PE_110139",8.972,0.151,,2.31,2.638,4.913,8.607,12.302,13.737,7.324
2000-04-01,"PE_110139",4.269,0.745,,2.343,2.738,3.912,8.035,12.159,16.787,6.942
2000-04-02,"PE_110139",0.502,0.012,,2.311,2.83,3.901,8.049,12.197,17.866,6.403
2000-04-03,"PE_110139",1.319,0.126,,2.163,2.695,3.947,8.381,12.816,20.249,5.618
2000-04-04,"PE_110139",1.826,0.217,,2.093,2.279,4.216,8.194,12.173,15.416,6.329
2000-04-05,"PE_110139",1.306,0.095,,1.989,2.301,4.233,7.784,11.334,15.682,6.651
2000-04-06,"PE_110139",0.647,0.033,,1.941,2.726,3.991,8.252,12.514,16.326,6.836
2000-04-07,"PE_110139",0.4,0.008,,1.863,2.806,4.318,9.144,13.969,18.661,6.438
2000-04-08,"PE_110139",4.585,1.918,,1.844,2.962,4.784,9.22,13.656,17.607,6.782
2000-04-09,"PE_110139",2.892,0.273,,1.859,2.822,4.139,8.306,12.473,15.93,7.036
2000-04-10,"PE_110139",0.233,0.005,,1.858,2.759,3.598,8.443,13.288,17.368,6.728
2000-04-11,"PE_110139",0.371,0.005,,1.803,3.279,4.382,9.095,13.809,18.994,5.759
2000-04-12,"PE_110139",1.078,0.046,,1.68,3.288,2.899,8.349,13.798,21.754,5.001
2000-04-13,"PE_110139",2.934,0.741,,1.672,2.977,3.402,8.628,13.853,17.753,6.218
2000-04-14,"PE_110139",5.126,1.204,,1.697,2.523,1.618,7.364,13.111,15.015,7.038
2000-04-15,"PE_110139",3.676,0.631,,1.803,2.828,2.596,7.976,13.356,17.079,6.715
2000-04-16,"PE_110139",2.942,1.268,,1.848,2.292,4.376,8.319,12.262,17.413,6.858
2000-04-17,"PE_110139",2.419,0.436,,1.845,2.213,3.791,8.637,13.483,15.079,7.34
2000-04-18,"PE_110139",2.12,0.169,,1.803,2.442,3.933,8.971,14.009,14.411,7.464
2000-04-19,"PE_110139",0.718,0.027,,1.745,2.427,2.285,7.652,13.02,16.394,6.974
2000-04-20,"PE_110139",0.748,0.049,,1.626,2.394,4.385,9.021,13.656,14.368,7.27
2000-04-21,"PE_110139",0.273,0.01,,1.545,2.59,4.7,9.5,14.299,14.969,7.213
2000-04-22,"PE_110139",1.684,0.285,,1.525,2.866,4.14,9.387,14.634,17.545,7.112
2000-04-23,"PE_110139",1.09,0.143,,1.506,2.57,3.812,8.692,13.573,16.832,6.874
2000-04-24,"PE_110139",1.001,0.05,,1.454,2.44,3.421,8.446,13.47,16.239,7.009
2000-04-25,"PE_110139",2.099,0.588,,1.435,2.265,4.736,9.824,14.911,14.936,7.094
2000-04-26,"PE_110139",0.982,0.048,,1.419,2.933,3.045,9.141,15.236,17.514,7.096
2000-04-27,"PE_110139",1.54,0.194,,1.41,2.352,4.389,9.331,14.274,17.538,6.853
2000-04-28,"PE_110139",0.502,0.009,,1.387,2.653,5.058,9.824,14.589,18.461,6.639
2000-04-29,"PE_110139",0.491,0.021,,1.366,2.672,3.754,9.523,15.291,18.732,6.43
2000-04-30,"PE_110139",1.147,0.043,,1.33,2.918,2.687,9.174,15.661,18.514,6.678
2000-05-01,"PE_110139",4.636,1.461,,1.343,2.927,4,9.342,14.685,18.715,6.985
2000-05-02,"PE_110139",6.988,3.279,,1.412,2.898,2.927,8.923,14.918,16.801,6.851
2000-05-03,"PE_110139",2.153,1.277,,1.527,2.729,3.453,8.875,14.296,17.996,6.664
2000-05-04,"PE_110139",4.607,4.332,,1.546,2.278,2.438,7.567,12.696,15.144,7.06
2000-05-05,"PE_110139",5.49,2.246,,1.613,2.359,2.902,8.236,13.571,15.521,7.007
2000-05-06,"PE_110139",4.893,4.206,,1.679,2.156,2.652,7.65,12.648,15.485,7.127
2000-05-07,"PE_110139",6.899,5.244,,1.787,2.864,2.964,8.568,14.171,16.11,6.982
2000-05-08,"PE_110139",2.056,1.294,,1.848,2.747,3.401,8.597,13.793,17.924,6.782
2000-05-09,"PE_110139",1.833,0.532,,1.814,2.458,2.346,7.984,13.622,16.209,6.723
2000-05-10,"PE_110139",0.772,0.087,,1.737,2.991,4.223,9.329,14.434,18.481,6.635
2000-05-11,"PE_110139",1.185,0.188,,1.576,3.157,3.526,9.236,14.946,18.235,6.174
2000-05-12,"PE_110139",2.436,0.622,,1.526,2.799,3.294,8.901,14.509,18.032,6.62
2000-05-13,"PE_110139",2.877,1.28,,1.506,2.652,2.747,8.57,14.393,16.974,6.678
2000-05-14,"PE_110139",1.555,0.406,,1.479,2.445,2.867,7.828,12.788,15.997,6.787
2000-05-15,"PE_110139",0.352,0.061,,1.418,2.897,2.922,8.812,14.702,16.709,7.007
2000-05-16,"PE_110139",1.002,0.417,,1.379,2.868,1.76,8.506,15.251,17.748,6.776
2000-05-17,"PE_110139",0.881,0.365,,1.361,2.657,2.327,8.517,14.708,17.855,6.615
2000-05-18,"PE_110139",1.036,0.501,,1.311,2.481,3.05,8.395,13.739,16.428,6.617
2000-05-19,"PE_110139",0.386,0.077,,1.292,2.719,2.33,8.156,13.981,17.42,6.628
2000-05-20,"PE_110139",0.732,0.277,,1.248,2.619,2.451,8.651,14.851,16.525,6.736
2000-05-21,"PE_110139",2.99,0.732,,1.246,2.549,5.015,10.132,15.248,16.972,6.658
2000-05-22,"PE_110139",0.03,0,,1.248,3.051,1.932,8.833,15.735,17.917,6.051
2000-05-23,"PE_110139",0.275,0.035,,1.242,3.021,2.847,8.693,14.538,18.164,5.583
2000-05-24,"PE_110139",0.572,0.155,,1.22,3.277,1.53,8.928,16.325,19.729,5.28
2000-05-25,"PE_110139",0.004,0,,1.178,3.3,1.947,9.035,16.124,20.026,5.53
2000-05-26,"PE_110139",0.009,0,,1.139,3.175,0.905,8.432,15.958,20.268,5.324
2000-05-27,"PE_110139",0.008,0,,1.093,3.019,1.591,8.55,15.509,19.809,4.551
2000-05-28,"PE_110139",0.011,0,,1.084,3.17,0.214,8.153,16.093,20.404,4.388
2000-05-29,"PE_110139",0.027,0.001,,1.047,2.975,1.476,8.857,16.238,19.605,4.96
2000-05-30,"PE_110139",0.033,0.001,,1.038,2.846,0.67,7.691,14.713,19.27,5.116
2000-05-31,"PE_110139",0.023,0,,1.019,2.765,-0.178,7.182,14.543,18.912,5.156
2000-06-01,"PE_110139",0.028,0.001,,1.007,2.678,1.714,7.603,13.491,16.182,6.1
2000-06-02,"PE_110139",0.013,0,,0.995,2.877,0.976,7.078,13.181,16.18,6.264
2000-06-03,"PE_110139",0.027,0.001,,0.981,2.919,-0.134,7.019,14.172,13.764,6.843
2000-06-04,"PE_110139",0.072,0.005,,0.978,3.281,1.085,8.01,14.935,15.864,6.472
2000-06-05,"PE_110139",0.032,0.001,,0.978,2.983,2.136,8.328,14.52,13.893,6.607
2000-06-06,"PE_110139",0.04,0.002,,0.976,2.909,1.63,7.905,14.18,16.221,6.395
2000-06-07,"PE_110139",0.045,0.002,,0.969,2.644,1.484,7.162,12.841,15.005,6.586
2000-06-08,"PE_110139",0.146,0.02,,0.967,2.711,2.543,7.338,12.133,14.965,6.205
2000-06-09,"PE_110139",0.039,0.002,,0.961,3.008,2.511,8.164,13.817,16.264,5.695
2000-06-10,"PE_110139",0.046,0.002,,0.947,3.152,2.717,8.776,14.835,17.287,5.891
2000-06-11,"PE_110139",0.023,0.001,,0.943,3.338,1.6,8.353,15.106,16.437,6.082
2000-06-12,"PE_110139",0.053,0.003,,0.927,3.116,0.398,7.52,14.642,16.566,6.294
2000-06-13,"PE_110139",0.02,0,,0.885,3.039,0.066,7.627,15.188,18.031,5.716
2000-06-14,"PE_110139",0.009,0,,0.878,3.053,-0.645,7.219,15.082,18.475,5.024
2000-06-15,"PE_110139",0.026,0.001,,0.871,2.931,-1.167,6.364,13.895,17.497,5.066
2000-06-16,"PE_110139",0.122,0.017,,0.87,2.746,0.028,6.9,13.772,16.155,5.655
2000-06-17,"PE_110139",0.071,0.005,,0.866,2.5,1.021,7.187,13.352,13.767,5.792
2000-06-18,"PE_110139",0.147,0.021,,0.856,2.969,2.642,8.476,14.31,12.994,6.325
2000-06-19,"PE_110139",0.055,0.003,,0.855,3.016,-0.045,7.079,14.204,15.517,5.56
2000-06-20,"PE_110139",0.128,0.016,,0.845,2.926,-1.059,7.107,15.273,16.761,5.702
2000-06-21,"PE_110139",0.142,0.018,,0.839,2.821,-1.088,6.815,14.718,14.528,5.236
2000-06-22,"PE_110139",0.057,0.003,,0.834,3.022,-0.713,7.233,15.178,16.241,5.32
2000-06-23,"PE_110139",0.075,0.005,,0.828,3.3,-0.91,7.547,16.003,16.997,5.771
2000-06-24,"PE_110139",0.08,0.006,,0.82,2.977,-0.461,7.247,14.956,15.68,5.533
2000-06-25,"PE_110139",0.015,0,,0.812,3.133,0.964,8.441,15.918,16.601,5.41
2000-06-26,"PE_110139",0.006,0,,0.808,3.346,0.222,7.94,15.658,16.46,5.575
2000-06-27,"PE_110139",0.055,0.003,,0.806,3.35,-0.346,7.904,16.154,17.841,5.017
2000-06-28,"PE_110139",0.08,0.006,,0.798,3.316,-0.256,8.298,16.852,17.542,5.459
2000-06-29,"PE_110139",0.021,0,,0.782,3.347,-0.42,8.141,16.703,17.88,5.4
2000-06-30,"PE_110139",0.018,0,,0.768,3.401,-0.413,8.166,16.745,18.855,4.431
2000-07-01,"PE_110139",0.001,0,,0.856,3.597,-1.168,7.878,16.923,18.404,4.164
2000-07-02,"PE_110139",0.014,0,,0.854,3.363,-0.136,8.159,16.455,18.55,4.781
2000-07-03,"PE_110139",0.106,0.02,,0.845,2.867,1.725,8.365,15.005,16.894,5.29
2000-07-04,"PE_110139",0.188,0.027,,0.841,2.757,3.28,9.071,14.862,15.444,5.796
2000-07-05,"PE_110139",0.052,0.003,,0.837,2.607,2.793,8.001,13.209,13.691,5.996
2000-07-06,"PE_110139",0.013,0,,0.828,2.807,1.07,7.904,14.739,14.65,6.059
2000-07-07,"PE_110139",0.004,0,,0.823,3.007,-0.131,7.298,14.728,15.803,5.736
2000-07-08,"PE_110139",0.002,0,,0.819,3.11,0.395,7.7,15.005,15.807,5.849
2000-07-09,"PE_110139",0.024,0.001,,0.811,3.13,0.284,7.344,14.405,16.34,6.035
2000-07-10,"PE_110139",0.037,0.001,,0.807,3.302,-0.296,7.789,15.875,18.086,4.673
2000-07-11,"PE_110139",0.124,0.011,,0.798,3.164,-0.224,7.459,15.143,17.792,4.909
2000-07-12,"PE_110139",0.038,0.002,,0.786,3.241,-0.35,7.704,15.758,16.681,5.145
2000-07-13,"PE_110139",0.027,0.001,,0.772,3.126,0.42,7.431,14.441,17.168,5.43
2000-07-14,"PE_110139",0.011,0,,0.765,2.941,-0.719,7.419,15.558,16.149,5.469
2000-07-15,"PE_110139",0.036,0.001,,0.762,3.402,-0.272,7.917,16.106,17.162,5.713
2000-07-16,"PE_110139",0.027,0.001,,0.758,3.436,-0.769,7.611,15.991,17.561,5.446
2000-07-17,"PE_110139",0.019,0,,0.755,3.105,-1.824,6.549,14.921,16.745,5.525
2000-07-18,"PE_110139",0.004,0,,0.753,3.233,-2.537,5.819,14.175,19.906,4.319
2000-07-19,"PE_110139",0.01,0,,0.752,3.054,-2.425,5.19,12.805,18.235,4.905
2000-07-20,"PE_110139",0.016,0,,0.741,2.83,-1.1,5.902,12.904,15.706,5.848
2000-07-21,"PE_110139",0.02,0,,0.736,2.781,-0.143,6.729,13.601,18.251,5.488
2000-07-22,"PE_110139",0.023,0.001,,0.732,3.239,-2.843,5.494,13.83,19.571,4.74
2000-07-23,"PE_110139",0.046,0.003,,0.726,2.797,0.468,7.125,13.782,15.789,5.512
2000-07-24,"PE_110139",0.109,0.011,,0.716,2.602,0.513,6.93,13.347,14.929,5.857
2000-07-25,"PE_110139",0.039,0.002,,0.71,3.27,2.071,8.821,15.571,16.007,5.982
2000-07-26,"PE_110139",0.017,0,,0.704,3.388,1.899,8.426,14.952,16.534,5.088
2000-07-27,"PE_110139",0.016,0,,0.7,3.633,-0.29,7.75,15.791,18.728,4.296
2000-07-28,"PE_110139",0.012,0,,0.694,3.872,-2.134,7.107,16.347,21.014,3.212
2000-07-29,"PE_110139",0.001,0,,0.683,3.865,-2.189,7.571,17.33,20.763,3.221
2000-07-30,"PE_110139",0.002,0,,0.672,3.65,-1.116,7.373,15.863,19.981,4.456
2000-07-31,"PE_110139",0.004,0,,0.666,3.252,-1.77,6.502,14.775,16.63,5.567
2000-08-01,"PE_110139",0.028,0,,0.784,3.179,-1.097,7.413,15.923,17.835,5.387
2000-08-02,"PE_110139",0.032,0.001,,0.779,3.107,-0.774,7.28,15.334,18.463,4.877
2000-08-03,"PE_110139",0.084,0.004,,0.776,3.41,0.118,8.112,16.106,17.837,4.988
2000-08-04,"PE_110139",0.141,0.011,,0.77,2.679,1.062,7.245,13.428,16.601,5.317
2000-08-05,"PE_110139",0.189,0.028,,0.768,3.068,-0.098,7.752,15.602,14.862,6.165
2000-08-06,"PE_110139",0.006,0,,0.767,2.94,2.721,9.135,15.55,17.705,6.033
2000-08-07,"PE_110139",0.029,0.001,,0.763,3.215,1.339,8.65,15.961,17.408,5.55
2000-08-08,"PE_110139",0.275,0.05,,0.761,2.747,1.272,7.865,14.459,17.28,5.709
2000-08-09,"PE_110139",0.465,0.122,,0.76,2.813,2.178,8.266,14.354,16.852,5.83
2000-08-10,"PE_110139",0.529,0.17,,0.76,2.926,1.926,8.179,14.433,16.962,5.809
2000-08-11,"PE_110139",0.126,0.009,,0.76,3.001,3.062,8.925,14.789,15.619,6.158
2000-08-12,"PE_110139",0.426,0.102,,0.759,3.495,3.014,9.335,15.657,15.743,6.311
2000-08-13,"PE_110139",0.235,0.028,,0.756,3.041,1.087,8.182,15.276,15.458,6.198
2000-08-14,"PE_110139",0.086,0.004,,0.753,3.762,1.638,8.991,16.344,18.56,5.603
2000-08-15,"PE_110139",0.061,0.002,,0.751,4.033,1.265,9.329,17.393,20.631,4.613
2000-08-16,"PE_110139",0.048,0.001,,0.738,4.103,-0.245,8.52,17.286,20.857,4.333
2000-08-17,"PE_110139",0.03,0,,0.725,4.043,-0.16,8.54,17.239,21.194,4.692
2000-08-18,"PE_110139",0.067,0.002,,0.716,3.835,1.79,9.277,16.763,18.989,4.855
2000-08-19,"PE_110139",0.063,0.002,,0.692,3.46,2.464,8.655,14.846,16.253,5.38
2000-08-20,"PE_110139",0.079,0.003,,0.68,3.515,2.607,9.723,16.839,17.444,5.675
2000-08-21,"PE_110139",0.04,0.001,,0.667,3.742,0.91,8.521,16.133,18.616,5.259
2000-08-22,"PE_110139",0.044,0.001,,0.654,3.852,1.529,8.873,16.218,18.859,5.245
2000-08-23,"PE_110139",0.022,0,,0.617,3.726,1.811,8.845,15.878,18.648,5.26
2000-08-24,"PE_110139",0.005,0,,0.584,3.689,1.075,8.441,15.806,19.454,5.326
2000-08-25,"PE_110139",0.01,0,,0.575,3.635,0.737,8.226,15.716,20.115,5.603
2000-08-26,"PE_110139",0.007,0,,0.562,3.382,1.119,8.144,15.169,18.47,6.184
2000-08-27,"PE_110139",0.081,0.003,,0.556,3.729,1.071,9.07,17.069,19.152,6.283
2000-08-28,"PE_110139",0.069,0.002,,0.547,3.584,1.173,9.447,17.721,19.901,6.063
2000-08-29,"PE_110139",0.072,0.003,,0.541,3.622,0.903,9.1,17.297,18.618,6.39
2000-08-30,"PE_110139",0.091,0.004,,0.538,3.426,0.979,8.352,15.725,18.724,6.079
2000-08-31,"PE_110139",0.042,0.001,,0.535,3.553,0.769,8.777,16.784,21.702,5.142
2000-09-01,"PE_110139",0.572,0.164,,0.652,3.694,2.033,9.313,16.593,20.774,5.501
2000-09-02,"PE_110139",0.318,0.052,,0.654,3.386,0.204,7.613,15.021,20.995,5.44
2000-09-03,"PE_110139",0.51,0.133,,0.657,3.392,-0.325,7.144,14.614,22.234,4.832
2000-09-04,"PE_110139",0.405,0.086,,0.659,3.353,-0.472,7.743,15.958,20.272,4.313
2000-09-05,"PE_110139",0.642,0.227,,0.659,3.37,0.127,8.621,17.115,21.883,4.671
2000-09-06,"PE_110139",0.322,0.055,,0.659,3.003,1.341,9.05,16.759,20.388,5.116
2000-09-07,"PE_110139",0.019,0,,0.652,2.969,0.711,8.266,15.82,20.787,5.133
2000-09-08,"PE_110139",0.047,0.002,,0.571,3.382,0.294,8.144,15.993,21.379,4.418
2000-09-09,"PE_110139",0.323,0.034,,0.545,3.509,1.165,7.983,14.801,21.644,4.253
2000-09-10,"PE_110139",2.3,1.574,,0.551,2.914,3.639,8.619,13.598,14.646,5.503
2000-09-11,"PE_110139",0.408,0.083,,0.649,3.511,0.227,7.646,15.066,22.128,4.704
2000-09-12,"PE_110139",2.265,1.274,,0.694,3.434,1.009,8.668,16.328,20.42,5.33
2000-09-13,"PE_110139",2.074,1.117,,0.753,3.119,3.611,9.656,15.701,20.482,6.188
2000-09-14,"PE_110139",3.166,3.116,,0.798,3.484,2.231,9.082,15.933,20.951,5.777
2000-09-15,"PE_110139",0.456,0.12,,0.856,2.949,3.159,9.125,15.091,15.55,6.245
2000-09-16,"PE_110139",0.928,0.406,,0.86,2.674,3.605,8.291,12.976,15.194,7.002
2000-09-17,"PE_110139",0.509,0.164,,0.86,3.078,2.8,8.481,14.163,19.424,6.135
