"date","prec","prec_var","flow_obs","flow_sim","pet","tmin","tmean","tmax","srad","vprp"
2000-11-10,0.775,0.128,,0.797,3.906,-0.343,8.714,17.772,27.053,4.31
2000-11-11,1.879,1.506,,0.797,3.713,0.189,8.772,17.355,26.949,4.359
2000-11-12,0.992,0.271,,0.798,3.712,0.299,9.346,18.394,26.436,4.483
2000-11-13,1.621,0.92,,0.802,3.789,-0.215,8.608,17.43,27.676,4.377
2000-11-14,1.606,1.058,,0.805,3.761,-0.731,8.207,17.146,27.567,4.148
2000-11-15,1.621,0.688,,0.809,3.627,0.373,8.738,17.102,26.064,3.738
2000-11-16,0.103,0.004,,0.812,3.108,1.904,8.267,14.629,15.549,5.156
2000-11-17,2.824,0.985,,0.813,2.574,3.946,9.147,14.348,19.754,6.623
2000-11-18,1.348,0.173,,0.815,3.507,5.088,10.842,16.597,21.362,6.726
2000-11-19,2.252,1.597,,0.82,3.757,2.901,10.27,17.64,21.461,6.557
2000-11-20,0.145,0.004,,0.821,3.99,3.243,10.495,17.748,23.183,6.309
2000-11-21,0.287,0.037,,0.817,3.59,1.991,9.298,16.605,19.186,7.215
2000-11-22,1.035,0.465,,0.814,2.754,4.477,9.127,13.778,13.32,7.355
2000-11-23,1.124,0.455,,0.812,2.523,5.005,8.285,11.564,16.061,6.98
2000-11-24,1.792,1.262,,0.813,3.571,4.889,9.64,14.39,18.542,6.912
2000-11-25,1.302,0.635,,0.814,3.29,5.059,9.952,14.844,20.166,7.008
2000-11-26,4.772,6.206,,0.82,3.149,5.375,10.27,15.165,19.505,7.28
2000-11-27,10.04,5.643,,0.858,2.864,5.182,9.449,13.715,17.55,7.57
2000-11-28,2.774,1.225,,0.897,2.458,4.957,8.595,12.234,13.804,7.526
2000-11-29,5.827,4.849,,0.946,2.624,5.059,9.058,13.058,18.597,7.311
2000-11-30,5.83,4.407,,0.997,2.833,5.494,8.318,11.141,18.316,7.42
2000-12-01,7.49,4.249,,0.942,3.352,4.705,9.755,14.806,17.984,7.401
2000-12-02,9.463,2.76,,1.004,3.012,3.344,8.788,14.231,18.06,7.305
2000-12-03,5.076,0.058,,1.161,3.067,3.177,8.56,13.943,16.955,7.3
2000-12-04,4.952,0.42,,1.204,2.714,3.765,8.489,13.212,16.108,7.173
2000-12-05,1.328,0.284,,1.204,3.174,3.324,8.536,13.748,18.007,7.298
2000-12-06,2.111,0.166,,1.161,3.032,2.81,7.902,12.995,19.801,6.645
2000-12-07,7.9,0.257,,1.092,3.286,3.713,9.16,14.607,20.35,6.635
2000-12-08,5.99,0.834,,1.163,2.74,3.749,7.804,11.859,15.983,6.847
2000-12-09,6.252,0.73,,1.205,2.882,4.646,8.432,12.219,14.205,6.704
2000-12-10,5.724,0.374,,1.225,2.897,5.138,9.601,14.065,16.583,6.994
2000-12-11,0.295,0.014,,1.226,4.115,3.378,10.013,16.648,21.898,6.143
2000-12-12,0.132,0.003,,1.204,4.293,2.5,10.266,18.033,27.43,5.305
2000-12-13,0.885,0.085,,1.068,4.071,1.022,9.532,18.042,27.866,4.752
2000-12-14,0.672,0.047,,0.989,3.855,0.962,9.117,17.271,25.192,5.325
2000-12-15,1.139,0.111,,0.947,3.42,0.795,8.226,15.656,25.442,5.505
2000-12-16,1.647,0.301,,0.927,3,2.227,8.212,14.197,21.55,6.575
2000-12-17,9.328,2.013,,0.946,2.938,3.04,7.958,12.875,17.945,7.204
2000-12-18,3.672,0.768,,1.007,3.169,3.8,9.198,14.596,16.216,6.955
2000-12-19,4.717,1.307,,1.105,3.675,2.711,9.124,15.537,20.982,6.325
2000-12-20,6.723,0.62,,1.195,3.283,3.525,8.77,14.014,20.418,6.772
2000-12-21,4.162,2.559,,1.223,3.527,2.755,8.814,14.872,23.314,6.051
2000-12-22,6.185,2.491,,1.249,3.808,3.48,9.182,14.885,25.255,5.939
2000-12-23,4.934,4.475,,1.285,3.564,4.198,9.192,14.185,21.314,6.562
2000-12-24,3.729,0.886,,1.294,3.512,4.163,10.01,15.856,20.597,6.598
2000-12-25,3.856,0.706,,1.292,3.809,2.837,9.614,16.391,21.787,6.333
2000-12-26,4.188,0.458,,1.288,3.719,3.431,9.928,16.425,21.585,6.962
2000-12-27,9.099,0.579,,1.321,2.898,4.335,8.237,12.138,14.97,7.949
2000-12-28,10.012,1.087,,1.502,2.778,4.803,8.515,12.226,14.991,7.685
2000-12-29,12.699,1.323,,1.806,2.653,4.86,7.669,10.477,14.896,7.681
2000-12-30,8.132,1.959,,2.005,2.33,4.387,8.004,11.621,12.829,7.648
2000-12-31,7.338,2.66,,2.152,3.194,3.825,7.873,11.921,15.377,7.288
