"date","prec","prec_var","flow_obs","flow_sim","pet","tmin","tmean","tmax","srad","vprp"
2000-05-15,0.058,0.003,,0.589,2.93,6.736,11.975,17.214,17.129,9.019
2000-05-16,0.136,0.013,,0.554,2.952,5.688,11.591,17.495,17.64,9.066
2000-05-17,0.155,0.095,,0.497,2.886,6.691,11.907,17.124,17.242,9.332
2000-05-18,0.148,0.02,,0.462,2.513,6.546,11.67,16.795,14.659,9.113
2000-05-19,0.219,0.086,,0.443,2.599,6.514,11.477,16.44,17.777,8.914
2000-05-20,0.198,0.087,,0.43,2.693,6.473,11.999,17.524,16.126,8.897
2000-05-21,0.318,0.731,,0.425,3.005,6.923,12.314,17.704,15.658,9.186
2000-05-22,0.002,0,,0.422,3.079,5.625,11.944,18.262,17.227,8.534
2000-05-23,0.046,0.001,,0.418,3.019,5.73,11.605,17.48,17.172,7.794
2000-05-24,0.118,0.011,,0.409,3.312,5.332,11.705,18.079,18.668,7.581
2000-05-25,0.001,0,,0.397,3.381,5.518,11.714,17.91,18.308,7.918
2000-05-26,0.002,0,,0.39,3.392,5.17,11.577,17.984,18.989,8.298
2000-05-27,0.001,0,,0.381,3.227,4.792,11.05,17.307,19.133,7.383
2000-05-28,0.002,0,,0.372,3.336,4.529,10.932,17.335,18.755,7.165
2000-05-29,0.002,0,,0.365,3.199,4.913,11.544,18.175,18.429,7.576
2000-05-30,0.002,0,,0.354,2.977,4.741,10.858,16.975,17.326,7.683
2000-05-31,0.003,0,,0.345,3.227,4.165,10.762,17.358,18.747,7.747
2000-06-01,0.005,0,,0.307,2.766,5.933,11.578,17.222,16.037,8.611
2000-06-02,0.001,0,,0.301,3.028,5.237,11.227,17.217,17.356,9.25
2000-06-03,0.006,0,,0.298,2.993,5.352,11.422,17.492,16.304,8.366
2000-06-04,0.014,0,,0.294,3.27,6.204,11.731,17.257,14.685,8.345
2000-06-05,0.006,0,,0.287,2.8,6.45,11.313,16.176,13.788,8.395
2000-06-06,0.004,0,,0.283,2.855,6.12,11.129,16.138,15.328,8.056
2000-06-07,0.007,0,,0.277,2.722,6.788,11.23,15.672,14.363,8.643
2000-06-08,0.044,0.029,,0.275,2.826,6.385,10.89,15.394,14.731,7.702
2000-06-09,0.005,0,,0.273,2.971,6.308,11.36,16.413,16.287,6.894
2000-06-10,0.01,0,,0.272,3.094,6.257,11.599,16.941,16.914,7.231
2000-06-11,0.005,0,,0.27,3.008,5.945,11.271,16.598,15.84,7.797
2000-06-12,0.012,0,,0.267,2.972,5.007,10.982,16.957,17.161,8.002
2000-06-13,0.004,0,,0.261,2.914,4.132,10.442,16.752,18.058,6.853
2000-06-14,0.001,0,,0.26,2.982,3.87,10.298,16.726,18.543,6.012
2000-06-15,0.003,0,,0.255,3.013,3.619,9.832,16.045,18.314,5.271
2000-06-16,0.015,0,,0.254,2.839,4.758,10.457,16.155,16.913,5.539
2000-06-17,0.012,0,,0.254,2.638,4.536,10.07,15.603,14.712,6.593
2000-06-18,0.035,0.001,,0.25,2.764,5.249,10.602,15.954,13.921,7
2000-06-19,0.012,0,,0.25,2.964,4.435,10.336,16.238,16.965,6.297
2000-06-20,0.031,0,,0.247,3.082,3.508,10.404,17.301,17.02,6.655
2000-06-21,0.028,0,,0.243,2.98,3.501,9.862,16.222,16.802,6.012
2000-06-22,0.012,0,,0.241,2.99,3.566,10.022,16.479,16.096,6.72
2000-06-23,0.017,0,,0.239,3.091,3.627,10.332,17.037,16.775,7.219
2000-06-24,0.016,0,,0.234,2.922,3.974,9.977,15.98,15.928,6.33
2000-06-25,0.003,0,,0.232,3.009,4.481,10.491,16.5,15.628,7.298
2000-06-26,0.001,0,,0.229,3.227,4.165,10.82,17.475,16.433,6.993
2000-06-27,0.011,0,,0.225,3.186,4.593,10.957,17.32,17.107,6.495
2000-06-28,0.019,0,,0.222,3.257,4.363,10.987,17.61,17.57,6.598
2000-06-29,0.004,0,,0.219,3.274,4.548,10.887,17.225,17.639,6.648
2000-06-30,0.003,0,,0.216,3.35,3.805,10.784,17.763,17.382,5.954
2000-07-01,0,0,,0.19,3.273,3.67,10.668,17.665,17.727,5.687
2000-07-02,0.016,0,,0.188,3.294,4.281,10.766,17.251,17.296,6.066
2000-07-03,0.333,0.346,,0.188,3.015,5.654,11.216,16.777,16.069,6.847
2000-07-04,0.108,0.118,,0.189,2.916,6.944,11.968,16.992,15.379,8.162
2000-07-05,0.086,0.02,,0.191,2.718,6.753,11.164,15.575,14.766,8.471
2000-07-06,0.005,0,,0.191,2.721,5.524,10.992,16.459,14.446,8.502
2000-07-07,0.002,0,,0.191,2.907,4.238,10.327,16.416,16.085,7.601
2000-07-08,0.001,0,,0.188,2.9,4.96,10.676,16.392,15.587,7.427
2000-07-09,0.011,0,,0.184,2.923,5.04,10.412,15.784,15.877,7.343
2000-07-10,0.012,0,,0.18,3.204,4.19,10.389,16.587,17.985,5.697
2000-07-11,0.048,0.018,,0.176,3.221,4.373,10.389,16.406,17.865,6.02
2000-07-12,0.015,0,,0.174,3.138,5.157,11.284,17.41,16.76,6.583
2000-07-13,0.012,0,,0.173,3.032,5.756,11.255,16.754,17.154,6.976
2000-07-14,0.005,0,,0.172,3.033,4.672,10.957,17.243,16.902,7.175
2000-07-15,0.021,0.001,,0.17,3.169,4.053,10.472,16.89,16.903,7.274
2000-07-16,0.016,0,,0.168,3.163,3.986,10.52,17.054,16.764,6.915
2000-07-17,0.009,0,,0.166,3.048,2.969,9.296,15.624,17.772,6.773
2000-07-18,0.002,0,,0.165,3.121,2.148,8.951,15.754,18.876,4.778
2000-07-19,0.005,0,,0.164,2.763,2.544,8.503,14.463,18.431,5.925
2000-07-20,0.006,0,,0.162,2.837,3.702,9.609,15.515,15.404,7.073
2000-07-21,0.009,0,,0.161,2.863,4.047,9.948,15.848,17.944,6.475
2000-07-22,0.01,0,,0.159,3.011,2.154,8.831,15.508,18.494,6.188
2000-07-23,0.021,0.001,,0.157,2.893,3.97,9.807,15.644,16.126,6.803
2000-07-24,0.101,0.142,,0.155,2.554,3.922,9.492,15.062,15.07,7.326
2000-07-25,0.052,0.028,,0.155,3.143,5.809,11.161,16.514,15.641,7.906
2000-07-26,0.016,0.002,,0.154,3.154,5.354,10.53,15.706,17.553,7.097
2000-07-27,0.008,0,,0.153,3.315,3.927,10.257,16.587,18.197,6.533
2000-07-28,0.006,0,,0.152,3.485,2.678,9.732,16.786,19.892,5.378
2000-07-29,0.001,0,,0.15,3.558,2.312,9.909,17.506,19.449,5.101
2000-07-30,0,0,,0.148,3.498,3.147,10.058,16.968,19.221,6.135
2000-07-31,0.002,0,,0.146,3.141,2.66,9.54,16.42,17.255,7.479
2000-08-01,0.009,0,,0.15,2.844,2.579,9.743,16.906,19.184,6.437
2000-08-02,0.107,0.039,,0.149,2.794,3.154,9.961,16.768,19.419,5.39
2000-08-03,0.028,0.002,,0.149,2.994,4.285,10.81,17.334,17.243,6.141
2000-08-04,0.057,0.006,,0.149,2.362,5.29,9.864,14.438,16.564,6.409
2000-08-05,0.086,0.02,,0.148,2.722,3.657,10.15,16.643,15.068,7.956
2000-08-06,0.002,0,,0.148,2.754,5.99,11.351,16.711,16.897,8.29
2000-08-07,0.012,0,,0.147,2.918,5.736,11.513,17.29,17.502,7.628
2000-08-08,0.31,0.272,,0.146,2.734,5.663,11.32,16.978,16.423,7.485
2000-08-09,1.087,2.496,,0.148,2.768,5.68,11.225,16.77,15.381,8
2000-08-10,2.587,6.707,,0.155,2.67,5.965,11.285,16.606,17.089,8.199
2000-08-11,0.091,0.047,,0.17,2.77,5.683,11.368,17.053,16.232,8.084
2000-08-12,1.218,2.727,,0.182,2.87,6.129,11.465,16.801,16.76,8.054
2000-08-13,0.378,0.351,,0.187,2.61,4.905,10.788,16.67,16.518,8.137
2000-08-14,0.14,0.055,,0.187,3.021,4.829,10.712,16.594,17.454,7.844
2000-08-15,0.037,0.003,,0.181,3.423,4.814,11.245,17.676,19.21,6.885
2000-08-16,0.025,0.001,,0.174,3.471,3.472,10.381,17.29,20.016,6.34
2000-08-17,0.014,0,,0.163,3.636,3.657,11.094,18.53,20.131,6.624
2000-08-18,0.031,0.002,,0.153,3.372,4.633,11.217,17.801,19.447,6.344
2000-08-19,0.026,0.001,,0.147,3.126,5.844,11.15,16.456,18.407,6.736
2000-08-20,0.08,0.028,,0.14,3.425,5.836,11.688,17.54,18.891,7.328
2000-08-21,0.017,0,,0.138,3.259,4.504,10.673,16.842,18.998,7.101
2000-08-22,0.018,0.001,,0.136,3.279,5.253,11.415,17.577,19.213,7.039
2000-08-23,0.009,0,,0.135,3.325,5.507,11.52,17.532,19.353,7.047
2000-08-24,0.002,0,,0.133,3.4,4.719,11.098,17.476,19.361,7.352
2000-08-25,0.004,0,,0.131,3.365,4.681,10.965,17.248,20.216,7.814
2000-08-26,0.003,0,,0.13,3.095,5.541,11.233,16.924,18.651,7.812
2000-08-27,0.043,0.004,,0.129,3.259,4.887,11.556,18.224,18.539,8.05
2000-08-28,0.029,0.002,,0.128,3.412,6.311,12.517,18.722,19.223,8.421
2000-08-29,0.026,0.001,,0.126,3.268,4.203,11.188,18.174,18.73,8.216
2000-08-30,0.039,0.003,,0.126,3.151,5.115,11.459,17.802,16.692,8.126
2000-08-31,0.015,0,,0.125,3.429,4.693,11.321,17.949,20.883,6.665
2000-09-01,0.169,0.038,,0.131,3.265,4.96,11.668,18.377,20.797,6.633
2000-09-02,0.077,0.009,,0.131,3.297,3.881,11.082,18.283,21.821,6.898
2000-09-03,0.137,0.027,,0.131,3.285,3.146,10.076,17.006,22.13,6.077
2000-09-04,0.094,0.013,,0.131,3.465,2.998,11.25,19.502,21.439,5.387
2000-09-05,0.167,0.038,,0.131,3.497,3.44,11.407,19.374,22.477,5.529
2000-09-06,0.07,0.007,,0.131,2.86,4.578,11.458,18.338,21.168,5.918
2000-09-07,0.003,0,,0.13,3.235,4.26,11.561,18.862,22.133,5.655
2000-09-08,0.011,0,,0.128,3.478,3.716,11.226,18.736,21.851,4.894
2000-09-09,0.031,0.003,,0.126,3.424,4.337,10.9,17.462,20.884,5.005
2000-09-10,0.064,0.008,,0.123,2.785,6.329,11.221,16.113,18.085,6.515
2000-09-11,0.107,0.016,,0.122,3.552,4.466,11.562,18.658,22.611,5.746
2000-09-12,0.173,0.043,,0.121,3.374,4.954,11.952,18.95,20.55,5.869
2000-09-13,0.141,0.031,,0.12,3.024,5.795,11.666,17.538,19.896,6.838
2000-09-14,0.056,0.006,,0.121,3.25,5.092,11.391,17.689,19.395,7.266
2000-09-15,0.13,0.035,,0.121,2.87,5.846,11.918,17.989,15.428,8.128
2000-09-16,0.363,0.293,,0.121,2.867,6.363,11.805,17.247,15.141,9.455
2000-09-17,0.148,0.038,,0.122,3.326,5.473,11.364,17.256,19.677,8.698
2000-09-18,0.579,0.551,,0.123,3.373,4.48,11.082,17.685,19.829,7.839
2000-09-19,2.22,5.443,,0.128,3.109,5.098,11.403,17.707,17.371,8.371
2000-09-20,0.527,0.612,,0.139,3.095,6.337,12.034,17.732,20,8.67
2000-09-21,1.165,3.814,,0.148,3.289,6.224,12.313,18.402,19.942,8.885
2000-09-22,2.229,11.6,,0.155,3.148,6.987,12.037,17.087,19.486,8.92
2000-09-23,1.23,4.041,,0.165,2.895,6.533,12.011,17.488,13.832,9.656
2000-09-24,0.322,0.202,,0.175,3.422,4.791,11.795,18.798,18.343,8.306
2000-09-25,1.667,6.769,,0.18,2.949,5.621,11.566,17.511,18.255,8.714
2000-09-26,0.755,0.839,,0.18,3.178,6.942,12.839,18.735,18.336,8.734
2000-09-27,0.995,1.366,,0.179,3.255,6.25,12.556,18.862,19.094,7.641
2000-09-28,1.482,2.438,,0.176,3.095,6.289,12.379,18.468,14.128,8.412
2000-09-29,0.555,0.238,,0.174,3.158,5.346,11.29,17.234,17.384,8.46
2000-09-30,0.223,0.089,,0.171,3.487,5.686,11.871,18.055,21.417,8.189
2000-10-01,0.237,0.043,,0.162,3.77,5.597,11.882,18.167,21.558,8.01
2000-10-02,0.475,0.677,,0.154,3.504,4.754,11.603,18.451,22.5,7.554
2000-10-03,0.644,0.665,,0.149,3.403,4.744,11.499,18.255,20.512,8.146
2000-10-04,2.877,9.078,,0.148,3.487,4.822,11.336,17.85,19.338,8.443
2000-10-05,1.89,2.508,,0.155,3.504,4.989,11.677,18.364,21.617,8.237
2000-10-06,2.284,3.962,,0.172,3.407,5.852,12.394,18.937,18.375,8.872
2000-10-07,1.786,2.456,,0.196,3.306,6.027,11.393,16.759,17.548,9.587
2000-10-08,4.702,17.327,,0.211,2.908,6.492,11.189,15.885,16.632,9.809
2000-10-09,2.139,1.824,,0.227,3.614,6.528,12.13,17.731,17.754,9.189
2000-10-10,4.143,3.63,,0.244,3.086,6.879,11.622,16.365,17.765,9.598
2000-10-11,5.01,13.218,,0.262,3.201,7.049,11.931,16.814,18.894,9.503
2000-10-12,2.066,2.987,,0.28,3.373,6.589,12.017,17.445,20.592,9.175
2000-10-13,2.729,4.971,,0.294,3.279,5.124,11.176,17.227,19.714,8.795
2000-10-14,4.014,16.165,,0.303,3.7,5.553,11.763,17.974,19.996,8.783
2000-10-15,1.556,2.892,,0.304,3.614,6.67,11.767,16.864,20.565,9.136
2000-10-16,0.3,0.145,,0.303,3.64,5.629,11.662,17.694,19.961,8.957
2000-10-17,0.305,0.193,,0.282,3.867,6.504,12.657,18.809,20.149,8.843
2000-10-18,0.259,0.063,,0.26,3.928,7.325,12.905,18.484,21.484,9.028
2000-10-19,0.882,0.715,,0.23,3.195,7.217,12.292,17.367,18.02,9.545
2000-10-20,0.813,0.824,,0.212,3.419,7.03,12.271,17.512,19.082,9.903
2000-10-21,0.167,0.036,,0.193,3.321,6.408,12.447,18.485,19.574,10.233
2000-10-22,0.452,0.215,,0.172,3.754,5.738,12.14,18.542,22.799,9.156
2000-10-23,0.326,0.109,,0.159,3.917,4.676,12.175,19.673,24.492,7.985
2000-10-24,0.534,0.409,,0.152,3.798,5.426,12.437,19.448,20.883,8.204
2000-10-25,0.259,0.093,,0.148,3.404,5.034,11.483,17.933,24.268,7.449
2000-10-26,2.783,7.089,,0.148,3.356,5.28,11.695,18.109,23.348,6.391
2000-10-27,0.748,1.012,,0.157,3.515,5.301,11.676,18.05,27.16,5.288
2000-10-28,0.322,0.083,,0.172,3.648,4.926,12.259,19.592,27.518,4.123
2000-10-29,0.113,0.011,,0.178,3.663,5.683,12.548,19.413,24.963,5.666
2000-10-30,0.005,0,,0.168,3.821,6.378,13.161,19.944,23.194,7.665
2000-10-31,0.017,0.001,,0.153,3.59,5.348,12.541,19.734,22.133,8.059
2000-11-01,0.026,0.001,,0.135,4.118,5.181,12.146,19.111,24.531,7.299
2000-11-02,0.31,0.064,,0.123,4.48,4.953,12.457,19.961,26.904,6.161
2000-11-03,0.009,0,,0.111,4.204,4.141,12.095,20.049,27.573,5.032
2000-11-04,0.015,0,,0.104,4.052,3.453,11.63,19.807,27.554,4.273
2000-11-05,0.199,0.026,,0.098,3.996,3.377,11.565,19.753,27.976,3.973
2000-11-06,0.024,0.001,,0.094,3.993,3.041,11.292,19.543,27.908,3.822
2000-11-07,0.015,0,,0.089,4.111,2.916,11.049,19.182,27.996,4.142
2000-11-08,0.02,0,,0.086,4.223,2.769,11.151,19.534,26.966,4.135
2000-11-09,0.026,0.001,,0.083,4.199,2.577,11.281,19.986,26.752,4.696
2000-11-10,0.195,0.025,,0.081,4.149,2.773,11.398,20.022,27.203,5.573
2000-11-11,0.023,0.001,,0.081,3.799,3.292,11.3,19.308,26.727,5.877
2000-11-12,0.296,0.056,,0.081,4.004,3.361,11.585,19.808,26.406,6.109
2000-11-13,1.041,0.876,,0.085,4.059,2.674,11.101,19.529,27.358,6.31
2000-11-14,0.026,0.001,,0.096,3.931,2.43,10.937,19.445,27.053,6.184
